"rating","title","text","publishedDate"
"5","Air France","Air France experience was excellent. The service was top notch and ticket prices very reasonable. They catered for my Halaal food needs and the flight attendants were helpful and friendly. Warm French welcome.","2019-01-20"
"3","They don't get it!","This was our third experience boarding in Montreal on Air France and once again they treated the non-first class patrons like cattle. What a contrast to their other Flying Blue partners. During the flight the service was indifferent at best.","2019-01-20"
"1","Bad luggage assistant at CDG airport","Hand luggage was 3kg extra weight and the lady measuring it seemed simply so much annoyed by any kind of question about it that she wasn't of any help despite our efforts in explaining her the whole context (we Just checked in two luggages under the maximum weight cause staff  there didn't tell us a weight measurement of handluggages was necessary,we came from a 30 days travel,...). No way to interact somehow, 30 seconds time and than ""next please!"" eventi of It was 6pm sunday and nobody was waiting. No more time for intercaction,no more time for people.","2019-01-20"
"1","How to JACK passengers!","From LAX to Paris, CDG Airport: Flight was bumpy, that's understandable. 
Food: Pack your own food!
Service: Poor. They had us going to the food service corner to retrieve our drinks and snacks instead of giving the food and beverage to us.
Flight Attendants: Not friendly!

Flight from CDG to LA: Flight was smoother. 
Food: Pack your own food!
Flight Attendants: Friendly and served our food and beverage. We were on the upper deck, you would never feel any different regardless if your at the lower or upper deck during the flight.

Our flight AF0076 was cancelled, that's understandable. But the way they handled scrambling to accommodate us could have been handled better. First they said the computer down, to wait for 30 minutes which turned to hours. They told us to sit and wait while they find out what's wrong with their check-in program because without this check-in program we cannot board the plane. Thirdly after about 3 hours they had us board the plane and once we all were on board after an hour, they had us get out of the plane because now LAX program won't allow us to deplane (get out of the plane once we land at LAX).

I'm a heart patient and I specifically asked for bulkhead seats due to my condition. We prepaid for our seats to and from Paris, France. DON'T PREPAY for your seats because they won't accommodate you! At LAX leaving for Paris the counter lady accommodated me for a bulkhead seat because she realized I'm a heart patient. Due to a cancelled flight from CDG Airport from Paris to LAX, we opted to sleep at the airport because of so many changes with their cancellations, we didn't want to risk missing the flight AF0066 from Paris/CDG to LAX. I pleaded for a bulkhead seat because I'm a heart patient but they had to separate us to accommodate me alone. I opted for our assigned seats instead so if something happens to me my family would be there to monitor me if something were to go wrong with me while on flight. Not good!

DO NOT BUY FLIGHT INSURANCE! That's an upsell to trick-f*** you into spending more money. 

DO NOT PREPAY FOR YOUR SEATS! Again, that's to trick-f*** you to spend MORE money!

MAKE SURE YOUR CARRY-ON LUGGAGE CONFORMS TO INTERNATIONAL FLIGHT MEASUREMENTS! One of our carry on was an inch too long (the wheels) so I pleaded to the counter lady that we prepaid our seats going to and from to at least give us a PASS on this carry on. NO CAN DO, SHE SAYS! WE PAID 50 EUROS THAT'S 57 USD! for a carry on luggage! Another way to trickf*** you into spending MORE money!

Overall, AIR FRANCE I WOULD NEVER EVER FLY AGAIN!!!

ON A SCALE OF 1 TO 10 WITH 10 BEING EXTREMELY SATISFIED AND 1 BEING EXTREMELY DISSATISFIED? WHAT DO YOU THINK?! I'D GIVE THEM A RATING OF -10!! IF THERE EVER WAS SUCH A RATING!!

DO NOT FLY AIR FRANCE!!!

FLY ANOTHER CARRIER!!!","2019-01-20"
"2","Business class flight from Vietnam - more like economy!","Booked business class as a special treat for a holiday to Vietnam.  Flight out to Vietnam was with Vietnam Airways and it was superb.  Complete luxury, fantastic food and excellent service.  Unfortunately Air France changed the return flight and we had to fly back from Vietnam Air France.  I have never been so disappointed.  As you would expect, I couldn't wait to see my own little pod with all the business class treats you get when paying three times the ticket price.  The plane we were told was old so the set up seating arrangement was a two, three, two which was more like an premier economy than business class.  I had to wake people up to visit the toilet and the food was dreadful.  Infact it was the worst flight I have ever taken and I have flown a lot.  I will never travel with Air France again - a real disappointing end to our amazing holiday.","2019-01-20"
"3","Fine airplane, bad food, bad service","The flight was fine and the airplane was in nice condition. However the food was terrible (no flavor and did not sit well in any of our stomachs) and the flight attendants were moody and rude to us. I went back to go to the bathroom and the flight attendants got mad at me for being in their way. I did not feel served in any sense and the experience was definitely sub par.","2019-01-20"
"3","Ok...","I hadn’t flow Air France before but I was expecting a little more from a full service airline. It was ok. The flight was fine but the staff could have been more friendly.","2019-01-19"
"3","Improvements required, surprised by previous quality of reviews. ","My flight from Tokyo to Charles De Gaulle was very underwhelming seeing at Air France have a number of good reviews. I believe they are in the top 10 best business class, however I would disagree. I must state as in a previous post my first experience was with Qatar on four flights totalling 24 hours in the air! 

The airport lounge in Tokyo is nice sharing with other airlines no problem there. The welcome onto the flight was very friendly and the staff welcoming from start to finish. The cabin itself was very clean lots of seats in the business section I think around 48, too many? Based on other flights I think that the seat wasted lots of space other airlines like KLM give the passenger more space I felt it was quite cramped. The compartment was on my left and my immediate support was that it was too big. Sleeping was not an issue I had a good 8 hours sleep bed was comfy and pillow very good. 

The breakfast was very good taste, quality and amount were all where you expect. The Dinner has three courses the starter and desert were too a high standard the main was below average. Large lump of beef, hard to cut, two carrots and two sugar snap peas with small potato gratin. Most of it was tasteless a sauce was supplier which was okay made it nicer. 

Entertainment was pretty average I could only pick 4 movies that I would consider watching and ended up not watching any the whole way through. Lucky I had plenty of time sleeping instead! 

I would say KLM was better than Air France moving forward I would choose them. Overall they supplied the goods all round, although lounge in CDG 2E was very good.","2019-01-19"
"1","Unethical Business Practise","We booked for our family vacation on France months in advance. We chose Air France not for the price but for schedule and how it would fit into our holiday schedule. We saved for more than a year for this holiday and was pretty excited when it was about time to fly. Imagine our horror when I received an email 24 hours before our flight saying 'Your flight was cancelled'. It took my husband to go sit in the  Air France offices the whole day to save our holiday. First of all the lady did not even know the flight was cancelled and then she tried to book us on very inferior airlines. Eventually after a battle and some unpleasant words from my husband we were booked on Emirates. The flight was the day before we were originally meant to fly. All this happened after we received an email saying we should choose our seats and print our boarding passes. We were assured that everything was in order with the return flight. Well, the morning of our return flight, I received the same email 'Your flight was cancelled'. At least this time we did receive emails of our re-booking on other airlines, BUT my daughter was booked on a completely different flight from us. We decided to cancel all our plans for the last day of our holiday to rush to the airport to sort the mess out. It seems to me Air France is selling tickets for flights that don't exist. Never again Air France!","2019-01-19"
"5","joon the low cost for millenials","We flew with the brand Joon actually. Which is the ""low cost for millenials"" from Air France. We actually didn0't notice the difference between them as we checked in with Air France and all the services were from them.
We had a very nice flight","2019-01-19"
"4","Pas mal du tout","Pretty good flight, though there wasn’t much evidence of the cabin crew except when they were serving food/drinks. Seats were comfortable and leg room was just fine.  No complaints.","2019-01-19"
"4","c'était à l'heure!","The seats are so narrow that in the middle it was hard to eat but we paid for an emergency exit so had leg space.  The food and wine were reasonable and the service was really good and delivered with a smile!  Most importantly the flight was on time.","2019-01-19"
"3","should have taken a train","flight left late (by 30mins).

as with most domestic flights, queues form early for passengers carrying (additional) carry-on luggage, and this flight within the EU is no different. service and seat space were decent.

upon arriving in Heathrow for our transfer, 3-4hours till our next international flight out, we had to queue for 2hours at immigration, we were lucky to have made our international flight in time.","2019-01-19"
"3","decent flight","as with most domestic flights, queues form early for passengers carrying (additional) carry-on luggage, and this flight within the EU is no different. service and seat space were decent, and the flight departed/arrived on time.","2019-01-19"
"4","A Champagne experience on Air France to Barcelona","Check in went smoothly with a preferred line as did boarding. The lounge was convenient to the gate. Ayala Champagne in the lounge but food offerings not great. On board Joseph Perrier Champagne and other wines were excellent as was the food and service. Layover at CDG had very nice lounge with a good food offering and the chance for a shower to freshen up after the over night flight before continuing on to Barcelona.","2019-01-18"
"4","Surprise when they offer us food and drinks & you could bring 2 luggage.","The flight was smooth due seats a little wider than other Airlines.  Staff attentive to your needs.They offer you  wet/warm towels before they offer free food and drinks,  you could watch a selection of movies, shows that entertain you for the long flight. . You are
allowed to carry 2 big luggage, 1 carry on luggage and your purse/book bag with you.  ","2019-01-18"
"3","Decent price but pretty average business class","Flew from Lagos Nigeria to London Heathrow with a transit in Paris Aeroport for new years holiday. I booked air France cause the price was lower than other airlines & i thought why not try another airline. The planes were pretty average, most of the reclining buttons were not working and I noticed a few passengers testing out different seats to see what was working. Movie selection was lacking. I pretty much just closed my eyes & slept through the 6 hour flight cause who wants to stay up sulking. Overall I'd probably fly with Air France again if I find a cheap ticket but not because it's  an amazing airline","2019-01-18"
"4","A good one","AirFrance usually gives you a pleasant experience. Food is good, crew members are helpful and gentle, there are nice options of movies in the system (should have more subtitles in Portuguese to those ones that does not speak French and/or Engilsh, given the high number of Portuguese people in France - and Brazilian tourists).","2019-01-17"
"3","Service Level tanking - Family not in focus for Economy travelers","The flight took of late and landed a bit late in Paris (first leg of the journey) - we had to scramble to catch our second part of the flight. We were a set of three people and Air France simply did not take the effort to keep us together (and upon request at the counter also stated they were ""Sorry"" but could do nothing - but on our return flight Air France did help once in flight).  Summary - If you buy economy flight for a group - high likelihood of being separated .  The food quality has significantly deteriorated - a collection of packets of food thrown together carelessly. The kids simply refused to eat the served food  - 90% of the food was wasted.","2019-01-07"
"4","Sort out the details","Check in and boarding fast and efficient. Seats adequate with ample space. Food mediocre - fish dry and tasteless for dinner, crepe for breakfast tasted old and rubbery, not up to the usual high standards.","2019-01-06"
"5","Great service","Travel with a baby on board it’s never easy but the Stewart’s made our travel as pleasant as they could.
Offering they’re service every single time , smiling and playing with our little one . Offering to warm up food and providing us with a small pillow for the little one.
Plane was clean and very comfortable .
Thanks Air France","2019-01-06"
"5","An excellent Trip from Frankfurt to Miami and back in December 2018 with Air France and Delta Airlines..","The Flights in Europe are usually bellow 2 hours and the service are generally quite limited.  Air Frances Service was above average. The best of the whole travel was the experience at the Charles de Gaule Airport in Paris, which is the great experience due to the outstanding architecture, shopping possibilities and interior design, facilities, services and French flair. I used this flight as part of a transatlantic flight Frankfurt - Miami - Frankfurt which included four parts: 1 - Frankfurt - Paris; 2 - Paris - Miami; 3 - Miami - Atlanta; Atlanta - Frankfurt. In spite of the two stopovers it was a great experience basically due to the excellent airport services offer by Paris and Atlanta Airports. I will make 2 reviews: one for Frankfurt - Paris - Miami and one for Miami - Atlanta - Frankfurt. The second part from Paris to Miami was excellent for all the aspects involved for a passenger and specially due to the Airbus A380 Aircraft and the excellent service.","2019-01-06"
"2","French Gastronomic Image Damaged","""Wow, they are going to serve us a nice bite to eat"" was our impulsive reaction flying Air France from Paris to Copenhagen. But what a disappointment when we tried to swallow their 2 day old, cold, and completely dry ham and cheese sandwich with no taste at all. Improve it or Stop it if you do not want to ruin your country's gastronomic image.","2019-01-06"
"1","Bad service","Flew from Johannesburg via Paris to Tel Aviv business class all the way. Had a FIVE hour connection in Paris. My suitcases did not arrive. had to wait until the following morning to receive them.

poor and old entertainment system, poor music collection, very very very old movies, slow service.","2019-01-06"
"1","Terrible service","What a shambles of an airline. Business class normally get priority boarding, this was free for all.  When they brought the goody bag around only female bags were left.  After take off it took an hour to bring us a drink. When we were asked for our food selection not everything was available they had run out. The service was so slow it took a total of 95 minutes to serve the meal. 
When they woke people for breakfast they virtually threw it at you and then hovered around to pick the tray up because we were coming in to land. 
I always complained about BA but never will I moan about them again. Air France you are a disgrace","2019-01-06"
"2","Expect nothing more than a budget airline","Air France used to be one the best airlines in Europe around 20 years ago. In the recent years it has become a low quality budget airline. It used to serve the best meals and now only pasta or chicken with no hard liquors. Legroom is terrible. On board entertainment is poor even in long distance flights. Paris airport transfers between terminals are handled by bus which is unpleasant during frost or showers. Security check at Paris airports are very slow and time wasting. There a lot of things they should improve but don't expect anything better with this mentality.","2019-01-06"
"4","Long time user says go for it","I have been traveling with Air France since 1992. I also traveled with Islandair, KLM, Finnair, Aeroflot, United and even China Southern. This was quite exceptional for us, an overnight flight on the 31st of December (got a good deal on Business tickets). Unfortunately, nothing special was done about New Years Eve in there. As usual, the French accent of the captain speaking English was hilariously bad, but that was not a big deal for us - we speak both. The crew was nice. Not to sticky like Japanese or Arabic companies. You like it or you don't. Good English speaking. One thing I would improve is the non-flatness of the seats in the sleeping position. It does not allow one to sleep sideways. The plane was a recent Airbus A380. In a few words, it was not exceptional, but as always with Air France, there was nothing bad to complain about.","2019-01-05"
"5","Excellent flight!","So nice to fly Air France again! Unfortunately it will be Delta on the way back. I am ever hopeful that everything will be fine . The flight was comfortable the attendants very accommodating and attentive as I always find them to be on European and Asian airlines. I do hope Air France is back to flying the Seattle to Paris route. Hopefully I’ll be able to fly in both directions with them !","2019-01-05"
"1","Terrible Flight","Left 7 hours late, sat in non reclining seats in front of toilet, no legroom, no video, awful unrecognizeable food.
Will Never fly Air France again
","2019-01-05"
"4","Certainly one of the best long haul carriers","I use Air France all the time. I’m a platinum club member and their long haul flights are generally some of the best in the Sky! Not always perfect but their air prices are probably the most competitive in the Sky. Fly business if you can always worth the extra and far cheaper then other major carriers.","2019-01-04"
"4","Reliable company","One of the best Avia companies with a high level service and comfort. So-so food unfortunately but always in time","2019-01-04"
"1","Worst Airline","Ground crew at JFK were fine.  Problems started on the plane.  I have traveled on multiple European and Aisian airlines and English language skills were quite good, Air France crew is barely competent in English and some speak none.  For the most part the crew was rude.  Once meal service was over crew disappeared and don’t try finding any of them.  Food for a French airline was horrible, excess salt, undercooked rice, underripe fruit, hard rolls.  Outbound, breakfast was an almost frozen muffin.  On the inbound trip, a passenger had mold on her roll and trying to tell the flight attendant was an exercise in futility.  
My mother and I were in wheelchairs and we were abandoned near the assigned gate.  Trying to let the crew know, we were assisted passengers got us brushed aside 
because we were no longer in the wheelchairs. 
On the inbound flight, my brother had a problem with a passenger, who happened to be French, and the reclining of her seat and even after nearly spilling his coffe, he was made out to be the bad guy.  
If at all possible I will never fly Air France again.","2019-01-04"
"1","Avoid Air France at all costs","A late cancellation on Delta caused me to be re-booked in Air France from LAX to Paris, then Paris to Budapest. Delta assured me that Air France was a partner airline, so everything would be a smooth transition and I would enjoy the same extra amenities I had paid extra for with a partner airline. WRONG. Air France couldn’t care less about my priority status with Delta. The couldn’t care less about the extra money I paid for the upgraded seats. They acted like they didn’t want any of us on their airline at all. We got stuck in horrible middle seats in coach for the overseas flight. Once we got to Paris, their customer service got even worse. No one on the plane could tell us where to go for our connecting flight and questions about our luggage, and told us to go to customer service. We went to 3 different customer service desks until we finally found one that was open (this was mid-day on a Saturday). And by open i mean with only 2 employees sitting at a desk with 10+ seats/cubicles for employees. The line of people needing help was a dozen or more. One employee quickly left and never returned, leaving all of us waiting in an impossibly long line. Once we got to speak with the Air France employee, they directed us where to go and assured us our luggage was being loaded on our connecting flight. We got to the gate and the agent again confirmed our luggage was being loaded on our flight. When we got to Budapest, surprise surprise, there was no luggage. Air France had managed to lose the luggage! The Air France customer service employee in Budapest didn’t give a crap that they lost our luggage and refused to help. We had to go to the airport lost luggage department and file a claim. Fortunately, our luggage eventually showed up. Air France was horrible and I hope I never have the misfortune of dealing with them again.","2019-01-04"
"2","La Collection Air France: Inflexible et chere. Il est clair qu'Air France ne sait rien des voyages à Cuba","The flights were OK but we would have been better off had we booked them ourselves we would have at least been able to change them. 
The same might be said of the hotels. 
Transfers in Cuba were horrible and it is very clear that the have no experience of traveling in Cuba. 
We booked a 10 day trip visit advertised as an opportunity to Havana and to spend a few days on the Cayo Ensenachos. There is only one hotel on Ensenachos an all-inclusive luxury resort popular with Canadians but really an alien enclave 50 km away from the real Cuba (the main island). Transfers were organized so that Havana would become merely a transit stop-over, this was not communicated to us before we left, the schedule was blank and there were no people who could change anything in Cuba. Prior to departure we had tried to obtain information from La Collection Air France but this proved to be  miserable and futile. In the event we traveled in the bus from the airport to the Havana hotel and the early morning bus 32 hours later to Ensenachos. Everything else we booked and paid-for ourselves.
In conclusion the value of booking through the Air France agency (La Collection Air France) was extremely negative - they make you buy expensive exchangeable tickets which cannot be changed, they book hotels and don't tell you when you will stay in them and prepare a ridiculous schedule that you don't find out about until you ask the staff in the hotels in Cuba. 
The La Collection service is border-line criminal and should be avoided at all costs. I am sure that Air France will blame their travel partner in Cuba but upon enquiry we were consistently told that all of the planning was done in France and could not be changed in Cuba. Horrible, horrible horrible!
The flight out to Havana was fine but the connections extremely short, on the way back Havana to Amsterdam was miserable and one of our bags did not make it onto the last leg of the flight from Lyon to Biarritz (we were in Lyon for over  3hr).","2019-01-04"
"4","Air France weighs and strictly enforces limit on carry on luggage at CDG airport","Mass transportation is what flying is about these days.  Do not have high expectations unless you travel in business or first class.  My last flight was fine and the crew did a good job.  Air France however does something that distinguishes if from its competitors in an unpleasant way: at Charles De Gaulle Airport, the airline weighs your carry on luggage (two pieces allowed: bag and purse, for example) and STRICTLY enforces a 12 kg (25 lbs) limit.  If you go over, you are required to check the baggage in.  Based on its ticket prices, Air France clearly does not consider itself a ""low cost"" carrier and should therefore stop this practice.  Please note that I was not affected by this and am writing this review just to inform unsuspecting travelers.","2019-01-04"
"1","THIRD RATE AIRLINE","My 18 year son Aayush Agrawal had to fly today evening by Air France to SFO from Mumbai early morning flight of 5th Jan. He is alone and not very conversant with flying complexities. 

The check in staff first told him he is on standby. My son has to report for his college so he requested to be accommodated. Then the staff has arranged for him a Jet Airways flight upto Paris and asked him to collect his SFO boarding pass from staff in Paris.

The Jet flight leaves only a 2 hour transit and all of this will get used up in organising a boarding pass and rushing for the next connection to SFO. All this on a Business Class ticket from Mumbai. There will be no time for any freshening up in such a long journey.

All this because the staff in Mumbai could get away with all this. Completely unacceptable and shoddy.

THIRD RATE AIRLINE","2019-01-04"
"1","the worst company with who we flighted.","horrible food
a terrible cold on the plane and an unjustified delay from Paris to Bucharest
We not recommed this company","2019-01-04"
"4","Great experience","We took the red eye to Paris on Air France. I was pleasantly surprised by how easy checkin was. All automated. Self check baggage. We had blankets, pillows, eye masks and earphone waiting  on our seats. The entertainment system was decent. We were served supper and a continental breakfast. Overall a good flight experience. ","2019-01-04"
"4","Return home","After traveling ftom Amman Jordan to Paris and experiencing layoffs, we were thrilled by the service received on Air France. Our seats were roomy and comfortable; food was delicious and service friendly.","2018-12-20"
"4","Good","Flight operated by Joon. Very good Premium Economy on contrary of AF fleet. Space and entertainment very good, decent service, a bit too long , very young and inexperienced but helpful cabin attendants.","2018-12-20"
"2","Avoid Air  France and Chas de Gaulle at all costs","Changed fight times after booking meant ridiculous connection times at Chas de Gaullle which has to be the most backward airport in europe . Then a flight delay because of incoming flights meant a sordid stay over night in paris to make an early morning connection to Nuremberg. Return from Nuremberg- un notified gate changes there and in paris meant last minute rushes . Compensation for the prepaid hotel in Nuremberg applied for in August and still no response or repayment . A general style of charming staff but incompetent insouciant  management. Avoid .","2018-12-20"
"1","Late and no luggage again!  ","2nd time in a month that Air France klm didn’t keep my luggage with me.  Late arriving at Dublin before leaving. LATE ARRIVAL OF THE INCOMING PLANE IS NOT AN EXCUSE! IT IS POOR SCHEDULING!","2018-12-20"
"3","Normally fly Singapore airlines","Normally fly Singapore air lines,,,,gave these guys ago    With only one suggestion  food and beverage could be better  staff disappear after food service.","2018-12-20"
"5","Extreme comfort","We have to take Business Class flights now for long-haul distances, our days of getting buy and sleeping when you get there are over!  The flight was good value dual badges withKLM nowadays.  Every aspect was as good as expected. Very attentive cabin crew without being too much.  Food was great, well it’s Air France after all!  The layout of the pods give you plenty of space for the journey and at 6ft 2, I found I could stretch out comfortably for sleeping.  Overall arrived refreshed and relaxed. The other benefits are that you seem to get over any jet lag quicker and start enjoying your stay straight away.  So although we’d like to save on the cost of flying it’s an expense worth paying.  The quality of the care and the experience make it worthwhile.  So thank you 😄","2018-12-20"
"3","Again disappointed.","When will Air France replace the old Business Class Seats on the the B777-300 Rio/Paris? 
160 degrees recline is from another age!
The only good thing is food... but even there: They should change for a plate service instead of a tray!","2018-12-20"
"5","comfortable 9 hours","it was a smooth air ride, the dinner was fine but breakfast was great. though this flight got a little delayed, and we had to run to catch connecting flight with same airlines, from paris to Zurich. Our baggage though could not reach Zurich with the same flight. 
But our baggage was safely delivered to us at our hotel in Lucerne, same evening.","2018-12-20"
"4","Efficient Flight","very efficient flight. very professional crew. food was good, suiting to Indian Taste. in flight entertainment was very limited for an Indian Traveler, which needs to improve. The best part was its lounge at Paris Airport. they provide class shower facilities there, which freshens up before you take connecting flight to USA. Overall very good experience.","2018-12-19"
"4","Would fly again Air France","Flight was good, staff pleasant and NO hassle with cabin baggage.Good space for overhead bags. Nice little snakck and GOOD coffee.","2018-12-19"
"4","Service with a smile","Crew provided excellent service and foods is ok.  One lady crew is very helpful and serves with a smile.","2018-12-19"
"3","Long haul","Travelled this route 6 times this year, not very happy with the flight, there is not enough leg room, the headset for inflight entertainment is not comfortable","2018-12-19"
"3","Not allow to 24 hrs pre check in, forced to check in at the airport, end with lousy seats","Not allowed to pre check in 24 hours prior because the flight was operated by Air Europa which is partner airline with Air France. Hence resulted in separated seats throughout the plane, lousy seats. Will not fly with Air France again.","2018-12-19"
"1","Air France seating","Although on boarding the planes interior looks quite nice in blue leather / vinyl that's where the good things end . I'm not terribly tall at 5ft 11 just average the seats are far too close together you do not have any legroom whatsoever . They have squeezed so many seats onto the plane it makes for a very uncomfortable flight also the seats themselves are very very narrow . I personally will never fly with this airline again after thirty five years of flying this was by far the most uncomfortable flight I have ever experienced . my advice avoid Olympic and airfrance like the plague .","2018-12-19"
"3","Recommend for long-haul flights","Good entertainment, 2 meals and good overall service on long-haul flights. You get a lot for your money. The personnel is very polite.
On shorter flights the personnel would start to bother about your bags, and how they should be stored in the overhead compartment, although there was no issue with your bags in the 7-hour flight. Personnel is less polite on short-term flights. There is no entertainment, and no meals, and planes are not really clean.","2018-12-19"
"4","Smooth flight","Great flight, excellent food, good service, enough space and room for your legs, clean, only remark is that the entertainment is a little anoying. The touch screen isn't very accurate and one must push the screen quit hard to have any effect. You can use the remote but, well, the same problem. 
Further more, no problems.","2018-12-19"
"5","PLEASANT ","Very nice flight and good service,AIR FRANCE 
It’s easy to check in with smart phones,,no need to wait at the counter even if you have checked in baggage’s.New flights airbus mostly.very clean in the cabins.Air France follows very strict air control systems and very smooth take of landings.I feel they’ve improved quite a lot in there service.Excellent punctuality.","2018-12-19"
"5","Perfect confort and service","Service more than perfect, really caring , meal was great and wines and champagne superb. , the confort and the privacy are really good
Expensive but worth it.","2018-12-19"
"3","Air France serviced by Delta is a long trip across the pond","When flying to Europe or anywhere out of the country i always look for an international carrier, saw this was Air France, by Delta.  I went on the incorrect assumption that it would be a larger, better equipped version of Delta regional flights, even cross country.  Very little legroom, very little offered for food without a hefty price, they charge for movies, albeit only $5.  

The staff was friendly, the flight was on time, which is why i give it 3 stars.  It was adequate, but nothing above.  

Flying coach/economy on British Airways to London, or other overseas destinations easily gets a 4-5.  I would pay a bit more money for a truly international flight.  Since this is about the same time as flying from Boston to California, i think they don't up their game at all.","2018-12-19"
"5","Excelent choice","The flight was direct. It was on time. The service on board was nice and attentive. We faced some strong turbulence during the flight but the pilot and attendants managed to transmit calm to everyone.
The price was reasonable. I bought places with extra space, it was worth it.
All in all a very satisfying trip","2018-12-19"
"2","Good servise","Air plane  was good. We had nice food. Recommend flying with them again but the airport in Paris Charles de Galle is terrible bad trips with busses is inconvenient and going through from gate D 2 54 to 56 took us 1 hour............","2018-12-17"
"5","Fab service from Air France","Fab attendants and crew, good service and all running to time. Nothing too much trouble, would defo use again without a doubt.","2018-12-17"
"2","Confused and Unhelpful","Opted for Premium Economy but would not again. Lounge at JFK was the nicest part of the Air France experience. Special meal on board was terrible. Seat was desperately uncomfortable.  Transition between DeGaulle and Orly was nightmarish.  Won't do that again. Airplane and airport service folk seemed less than helpful and often confused.","2018-12-17"
"3","Old planes, helpful staff.","I was excited, so i hoped onto the plane, looking for the experience of my life, to find that it was an old place, with minuscule screens for the In Flight entertainment. and the seats had little leg room. I'm a tall guy, so i was a lil bit uncomfortable.

Staff was helpful all the time, the meals were perfect and we flew with no issues or whatsoever.","2018-12-17"
"5","Air France 1st class service in economy","Firstly, no charge for checked bags.Second,seats were wider than other American airlines.Entertainment selection was enormous.Lastly we received a menu for dinner got extra baguettes and a demi bottle of wine.They also served breakfast next a.m. Service was wonderful.TAKE THAT UNITED!!!","2018-12-17"
"2","Very bad food","The food on this flight was below “French standards”. The service on board was not good enough. They did what they had to do (serving the food) but after that no one came to ask if we needed something. I had better experiences.","2018-12-17"
"3","Avoid Charles DeGaulle Airport if possible","In - Flight service was generally adequate but our seats had old food wrappers when we arrived and were less comfortable ( they do not fully recline  to a somewhat flat bed ) in contrast to other airlines like Delta or United.  Gate staff was rude, unknowledgeable  and generally unhelpful. They miscalculated the time to switch gates  by  more than one hour and showed a serious lack of understanding of airport  operations.   We missed a connecting flight by less than ten minutes and had to wait 11 hours for the next connection.  Unless your final destination is Paris I would avoid Charles DeGaulle and  make the connections elsewhere.  We hear Amsterdam for connections is much better.","2018-12-17"
"5","Service and food were excellent","The service and food were excellent on my international flight and return flight from Atlanta to Paris.  I required a wheelchair on my return flight due to an accident in Lebanon and the service from Air France staff was excellent.  I will definitely recommend Air France and fly them the next time I need to go to Lebanon or Europe!","2018-12-17"
"4","Flying is tiresome but AF makes it a bit better","We absolutely haven't found the formula to sleeping on a plane but Air France was quite comfortable.  Even the babies didn't cry.  But why do airlines not board back to front? They would improve their on time performance and protect the business/first class passengers from rolling baggage impact!","2018-12-17"
"4","Would be a full 5 star perfect if not for the omnipresent French strike threats","The seating is almost the level of business class, and the friendly service and good food and wines definitely matches. The only drawback is that with the French unions, one always has to work with the risk of a strike.","2018-12-17"
"3","Flight ok, food yuck!","The flights to and from Paris were smooth and pretty comfortable in my aisle seat. But the food was horrible. I’m not too picky but I couldn’t even tell you what some of it was. They served risotto of all things. Bad choice. If I fly them again, I’m taking a PB & J from home!","2018-12-17"
"5","Superior customer service","My initial flight was delayed, making my connecting flight impossible to catch.  The customer service agent at ORY arranged all of my transfers to CDG and personally made sure I made my connecting flight in time.  Great service!  Unfortunately I didn't get his name...

The food was also great on the flight - first class!","2018-12-17"
"5","Very relaxing flight,","Fantastic staff on both journeys ,we wanted for nothing always checking to make sure everything was going fine with us ,and that we had everything we needed, Highly recommend air france","2018-12-17"
"5","Friendly and helpful","I always travel with my cat Amélie in the flight cabine, and they always give us priority passes enabling us to be one of the first to board.","2018-12-17"
"4","Good leg room","I flew to Paris with my son who is 6’3. I booked bulkhead seats on the way to Paris so he could really stretch out and sleep. Definitely worth the extra $50! On the way back, we had regular economy seats and he was okay. I found the flight comfortable and the crew were pleasant and professional. I book early so the price was the same as a charter airline, but the service/food was much better.","2018-12-17"
"4","Pleasant flight","Air France can sometimes be hit and miss. But this time they delivered. A full flight for people  who were  going home for Thanksgiving. The service was constant  there was always something to nibble on keeping in mind it it's a day flight.   The entertainment is not quite up to date considering   you are spending about 8 out of the 14 hours awake.  
I can recommend  Air France. I enjoy flying. Them. They so have a few moments of real excellence. Then mostly very good.","2018-12-17"
"5","Fly AirFrance you won’t regret it!","Best all round flight, crew, food and beverages, comfortable seats, attention to everyone and everything!","2018-12-17"
"5","Love this airline!","Friendly, efficient, and professional service!  Food was very good and lots of entertainment selections, especially French movies.  I fly Air France whenever I can.","2018-12-17"
"4","Beautiful place. Beautiful space.","This was our first trip to the heated. We flew on Air France from Los Angeles airport. The flight was great but the food was so-so. I would recommend an upgrade if you want better food. Some of the food was prepared from a can such as the fruit cocktail.","2018-12-17"
"4","Best way to fly to Japan from Europ","My favourite way to fly to Japan is the Paris to Haneda flight that leaves late at night. I find I sleep ok on the plane, and again when I arrive in Japan, and then I am ready for my trip. Best hotel to stay at is the one that is inside Haneda airport terminal. What could be easier! If traveling by train there is a ticket office at the airport. Beware though, the queues can be quite long as people get their Japan Rail passes. I've flown to Japan 3 times a year for the last 10 years. Since I discovered this flight I always try to book it. Seond best is Finnair from Helsinki because it is the shortest duration.","2018-12-17"
